Probe Set ID,chr,bp_start
201616_s_at,7,134114915
201617_x_at,7,134114940
201618_x_at,8,145209526
201619_at,10,120917228
201620_at,16,82644871
201621_at,1,19854090
201622_at,7,127079469
201623_s_at,2,136381301
201624_at,2,136380723
201625_s_at,7,154720357
201626_at,7,154720357
201627_s_at,7,154720513
201628_s_at,9,19039568
201629_s_at,2,254186
201630_s_at,2,254186
201631_s_at,6,30818955
201632_at,12,122671531
201633_s_at,16,68015939
201634_s_at,16,68016063
201635_s_at,3,182113149
201636_at,3,182113149
201637_s_at,3,182113155
201638_s_at,8,145589253
201639_s_at,8,145589257
201640_x_at,19,50157056
201641_at,19,17374755
201642_at,21,33697071
201643_x_at,5,137736260
201644_at,8,144765932
201645_at,9,116822633
201646_at,4,77299419
201647_s_at,4,77301263
201648_at,1,65071499
201649_at,11,57075712
201650_at,6,72351115
201651_s_at,22,41595720
201652_at,8,68117869
201653_at,14,53963400
201654_s_at,1,22021326
201655_s_at,1,22021324
201656_at,2,173000615
201657_at,12,100311042
201658_at,12,100311042
201659_s_at,12,100313230
201660_at,2,223433975
201661_s_at,2,223473640
201662_s_at,2,223473640
201663_s_at,3,161600132
201664_at,3,161601076
201665_x_at,17,26182023
201666_at,X,47327748
201667_at,6,121798486
201668_x_at,6,114285219
201669_s_at,6,114285248
201670_s_at,6,114285309
201671_x_at,18,148552
201672_s_at,18,148607
201673_s_at,19,54163199
201674_s_at,17,52517619
201675_at,17,52517658
201676_x_at,11,14482998
201677_at,3,130481240
201678_s_at,3,130481240
201679_at,7,100310555
201680_x_at,7,100321264
201681_s_at,10,79220556
201682_at,7,102725134
201683_x_at,14,21015223
201684_s_at,14,21015223
201685_s_at,14,21015245
201686_x_at,11,43290140
201687_s_at,11,43290128
201688_s_at,8,81110126
201689_s_at,8,81110126
201690_s_at,8,81110126
201691_s_at,8,81110303
201692_at,9,34624719
201693_s_at,5,137829066
201694_s_at,5,137829080
201695_s_at,14,20007404
201696_at,1,29346977
201697_s_at,19,10105022
201698_s_at,12,119383853
201699_at,12,67153777
201700_at,6,42010657
201701_s_at,4,129410748
201702_s_at,6,30676168
201703_s_at,6,30676161
201704_at,20,25124371
201705_at,16,72888234
201706_s_at,1,158514894
201707_at,1,158513225
201708_s_at,22,28280796
201709_s_at,22,28280799
201710_at,20,41735858
201711_x_at,2,108702368
201712_s_at,2,108702368
201713_s_at,2,108702368
201714_at,17,38015258
201715_s_at,14,22597615
201716_at,15,62175260
201717_at,11,64646381
201718_s_at,6,131202179
201719_s_at,6,131202182
201720_s_at,1,30977902
201721_s_at,1,30977902
201722_s_at,18,31488589
201723_s_at,18,31488593
201724_s_at,18,31488593
201725_at,10,12277970
201726_at,19,7933158
201727_s_at,19,7934234
201728_s_at,17,23965595
201729_s_at,17,23965854
201730_s_at,1,184549580
201731_s_at,1,184549584
201732_s_at,4,170778373
201733_at,4,170778373
201734_at,4,170778373
201735_s_at,4,170778373
201736_s_at,5,10406827
201737_s_at,5,10456517
201738_at,3,40326193
201739_at,6,134532087
201740_at,11,47557207
201741_x_at,17,53434498
201742_x_at,17,53437215
201743_at,5,139991504
201744_s_at,12,90021456
201745_at,12,42473792
201746_at,17,7512463
201747_s_at,19,5574100
201748_s_at,19,5574171
201749_at,1,21416329
201750_s_at,1,21418938
201751_at,22,37411572
201752_s_at,10,111755795
201753_s_at,10,111850370
201754_at,8,100959556
201755_at,22,34126127
201756_at,1,28090640
201757_at,1,39264592
201758_at,11,18458439
201759_at,17,78303226
201760_s_at,12,116955248
201761_at,2,74279219
201762_s_at,13,48243232
201763_s_at,6,33394380
201764_at,12,46644257
201765_s_at,15,70422831
201766_at,17,12836233
201767_s_at,17,12836432
201768_s_at,5,157147111
201769_at,5,157145874
201770_at,19,45949033
201771_at,1,153492394
201772_at,8,103909407
201773_at,20,48940289
201774_s_at,12,6472805
201775_s_at,1,46913417
201776_s_at,1,46913417
201777_s_at,1,46916475
201778_s_at,1,46913419
201779_s_at,3,151013704
201780_s_at,3,151013704
201781_s_at,11,67007085
201782_s_at,11,67007096
201783_s_at,11,65177647
201784_s_at,11,16716866
201785_at,14,20339458
201786_s_at,1,152821163
201787_at,22,44277519
201788_at,17,59223622
201789_at,14,59681170
201790_s_at,11,70823104
201791_s_at,11,70823110
201792_at,7,44110650
201793_x_at,1,181764724
201794_s_at,1,181763734
201795_at,1,223655835
201796_s_at,6,31853273
201797_s_at,6,31853277
201798_s_at,10,95056176
201799_s_at,11,59098446
201800_s_at,11,59098446
201801_s_at,6,44295449
201802_at,6,44295370
201803_at,4,57539865
201804_x_at,19,41298236
201805_at,12,47682460
201806_s_at,16,28741860
201807_at,10,70553961
201808_s_at,9,129617115
201809_s_at,9,129617116
201810_s_at,3,15271363
201811_x_at,3,15271367
201812_s_at,7,22819116
201813_s_at,3,17173663
201814_at,3,17173663
201815_s_at,3,17174902
201816_s_at,7,55999789
201817_at,7,156624424
201818_at,5,1514543
201819_at,12,123828128
201820_at,12,51194627
201821_s_at,1,200191271
201822_at,1,200191270
201823_s_at,5,141326620
201824_at,5,141328860
201825_s_at,1,244953979
201826_s_at,1,244954347
201827_at,17,59263176
201828_x_at,X,133994062
201829_at,10,5478571
201830_s_at,10,5484395
201831_s_at,4,76868814
201832_s_at,4,76868852
201833_at,6,114368619
201834_at,12,118590165
201835_s_at,12,118590351
201836_s_at,2,27727100
201837_s_at,2,27729441
201838_s_at,2,27727182
201839_s_at,2,47449970
201840_at,1,84482540
201841_s_at,7,75769858
201842_s_at,2,55946605
201843_s_at,2,55946601
201844_s_at,3,72506444
201845_s_at,3,72506446
201846_s_at,3,72509958
201847_at,10,90963311
201848_s_at,14,27803438
201849_at,14,27803385
201850_at,2,85475401
201851_at,19,4311367
201852_x_at,2,189547354
201853_s_at,20,3724956
201854_s_at,16,79631630
201855_s_at,16,79631630
201856_s_at,5,32391439
201857_at,5,32390213
201858_s_at,10,70517888
201859_at,10,70517902
201860_s_at,8,42151911
201861_s_at,2,238265530
201862_s_at,2,238265667
201863_at,19,16157234
201864_at,X,153318714
201865_x_at,5,142637692
201866_s_at,5,142639324
201867_s_at,X,9393038
201868_s_at,X,9393038
201869_s_at,X,9393038
201870_at,20,43004273
201871_s_at,11,62200548
201872_s_at,4,146222263
201873_s_at,4,146238935
201874_at,1,166024044
201875_s_at,1,166026053
201876_at,7,94872110
201877_s_at,14,101345984
201878_at,15,70553720
201879_at,15,70553720
201880_at,15,70553720
201881_s_at,15,70553720
201882_x_at,9,33100639
201883_s_at,9,33100641
201884_at,19,46904376
201885_s_at,22,41344764
201886_at,14,23654653
201887_at,X,117745586
201888_s_at,X,117745592
201889_at,X,23003628
201890_at,2,10179961
201891_s_at,15,42791030
201892_s_at,3,49036766
201893_x_at,12,90063777
201894_s_at,12,90063834
201895_at,X,47305450
201896_s_at,1,109623712
201897_s_at,1,153213837
201898_s_at,X,118592527
201899_s_at,X,118592582
201900_s_at,1,45790768
201901_s_at,14,99774854
201902_s_at,14,99774854
201903_at,3,48611439
201904_s_at,3,37878128
201905_s_at,3,37878128
201906_s_at,3,37878128
201907_x_at,3,185356000
201908_at,3,185355869
201909_at,Y,2770183
201910_at,13,97592838
201911_s_at,13,97663472
201912_s_at,16,11874039
201913_s_at,17,37968658
201914_s_at,1,97783843
201915_at,1,97783843
201916_s_at,1,97783843
201917_s_at,3,142143350
201918_at,3,142143350
201919_at,3,142143350
201920_at,2,113120078
201921_at,15,56765883
201922_at,5,74098859
201923_at,X,23595565
201924_at,4,88147163
201925_s_at,1,205561668
201926_s_at,1,205561654
201927_s_at,2,159021854
201928_at,2,159021854
201929_s_at,2,159021854
201930_at,2,136314484
201931_at,15,74295690
201932_at,1,46516659
201933_at,16,88238345
201934_at,3,52263489
201935_s_at,1,21005371
201936_s_at,1,21005562
201937_s_at,2,219947160
201938_at,12,122311497
201939_at,5,57785570
201940_at,17,25730099
201941_at,17,25730099
201942_s_at,17,25730088
201943_s_at,17,25730109
201944_at,5,74016766
201945_at,15,89212888
201946_s_at,12,68266315
201947_s_at,12,68265511
201948_at,1,37805004
201949_x_at,1,19537859
201950_x_at,1,19538350
201951_at,3,106568811
201952_at,3,106568811
201953_at,15,88574481
201954_at,7,98810281
201955_at,6,100096917
201956_s_at,1,229443604
201957_at,1,200584458
201958_s_at,1,200584458
201959_s_at,13,76516792
201960_s_at,13,76516793
201961_s_at,12,54884551
201962_s_at,12,54884554
201963_at,4,185913748
201964_at,9,134126564
201965_s_at,9,134129102
201966_at,1,159438793
201967_at,3,49952595
201968_s_at,1,63831687
201969_at,1,45822299
201970_s_at,1,45822321
201971_s_at,3,114980274
201972_at,3,114980275
201973_s_at,7,5904906
201974_s_at,7,5904908
201975_at,12,121321933
201976_s_at,5,16718412
201977_s_at,5,141283580
201978_s_at,5,141283610
201979_s_at,19,51542193
201980_s_at,10,16674865
201981_at,9,117955905
201982_s_at,9,117955903
201983_s_at,7,55054218
201984_s_at,7,55054287
201985_at,8,126105690
201986_at,17,57374751
201987_at,17,57374751
201988_s_at,12,12656074
201989_s_at,12,12656074
201990_s_at,12,12656097
201991_s_at,10,32340072
201992_s_at,10,32340076
201993_x_at,4,83564805
201994_at,X,102817088
201995_at,8,118880858
201996_s_at,1,16108399
201997_s_at,1,16108399
201998_at,3,188239223
201999_s_at,6,158977493
202000_at,22,40811476
202001_s_at,22,40812067
202002_at,18,45563576
202003_s_at,18,45563872
202004_x_at,1,159550793
202005_at,11,129535049
202006_at,7,77004780
202007_at,1,234205757
202008_s_at,1,234206733
202009_at,3,52237669
202010_s_at,14,73423338
202011_at,15,27779647
202012_s_at,11,44073674
202013_s_at,11,44073674
202014_at,19,54067489
202015_x_at,12,94392063
202016_at,7,129919172
202017_at,1,224079598
202018_s_at,3,46452507
202019_s_at,2,211004219
202020_s_at,2,211004220
202021_x_at,17,37098678
202022_at,17,23924265
202023_at,1,153367004
202024_at,19,12709368
202025_x_at,3,38139210
202026_at,1,25597788
202027_at,22,36945243
202028_s_at,17,69711412
202029_x_at,17,69711443
202030_at,16,31027221
202031_s_at,7,5196360
202032_s_at,15,89247159
202033_s_at,8,53697570
202034_x_at,8,53697571
202035_s_at,8,41238637
202036_s_at,8,41241003
202037_s_at,8,41238635
202038_at,11,117735568
202039_at,17,24424664
202040_s_at,12,263762
202041_s_at,11,65407974
202042_at,5,140033675
202043_s_at,1,159131395
202044_at,19,52113584
202045_s_at,19,52113584
202046_s_at,19,52114899
202047_s_at,22,37587414
202048_s_at,22,37587413
202049_s_at,1,35507154
202050_s_at,1,35507154
202051_s_at,1,35563553
202052_s_at,5,34692274
202053_s_at,17,19492718
202054_s_at,17,19492682
202055_at,3,123623347
202056_at,3,123623347
202057_at,3,123623347
202058_s_at,3,123628306
202059_s_at,3,123627216
202060_at,11,10729449
202061_s_at,14,81007645
202062_s_at,14,81012987
202063_s_at,14,81007645
202064_s_at,14,81012097
202065_s_at,11,69794462
202066_at,11,69794462
202067_s_at,19,11061124
202068_s_at,19,11061131
202069_s_at,15,76228769
202070_s_at,15,76228795
202071_at,20,43387344
202072_at,15,32568162
202073_at,10,13182215
202074_s_at,10,13182215
202075_s_at,20,43960805
202076_at,11,101724636
202077_at,16,23499835
202078_at,17,17090874
202079_s_at,3,42107749
202080_s_at,3,42107749
202081_at,19,13124899
202082_s_at,17,72648616
202083_s_at,17,72648616
202084_s_at,17,72648616
202085_at,9,70979029
202086_at,21,41720023
202087_s_at,9,89530853
202088_at,18,31942458
202089_s_at,18,31943196
202090_s_at,19,1549047
202091_at,16,55836578
202092_s_at,16,55836578
202093_s_at,19,44568331
202094_at,17,73721917
202095_s_at,17,73721943
202096_s_at,22,41877496
202097_at,6,17723247
202098_s_at,21,46879994
202099_s_at,22,17403800
202100_at,2,120726896
202101_s_at,2,120726903
202102_s_at,19,15218789
202103_at,19,15218789
202104_s_at,16,88102314
202105_at,X,69270515
202106_at,12,131855571
202107_s_at,3,128800849
202108_at,19,38569698
202109_at,11,6454357
202110_at,X,77041616
202111_at,7,150389943
202112_at,12,5928307
202113_s_at,5,122138701
202114_at,5,122138668
202115_s_at,1,869458
202116_at,11,64857930
202117_at,11,46655205
202118_s_at,8,87595787
202119_s_at,8,87595813
202120_x_at,19,52033263
202121_s_at,19,63754745
202122_s_at,19,4789609
202123_s_at,9,132700273
202124_s_at,2,201950174
202125_s_at,2,201950175
202126_at,6,3966600
202127_at,6,3966600
202128_at,14,74197713
202129_s_at,18,19287248
202130_at,18,19287248
202131_s_at,18,19287322
202132_at,3,150717711
202133_at,3,150717711
202134_s_at,3,150721071
202135_s_at,2,97638862
202136_at,10,215932
202137_s_at,10,215932
202138_x_at,7,6015407
202139_at,1,19503050
202140_s_at,15,72687765
202141_s_at,2,237659298
202142_at,2,237659298
202143_s_at,2,237659297
202144_s_at,22,39072508
202145_at,8,144171305
202146_at,7,111877750
202147_s_at,7,111877769
202148_s_at,17_,andom
202149_at,6,11291524
202150_s_at,6,11293260
202151_s_at,9,137964636
202152_x_at,19,40451844
202153_s_at,19,55101898
202154_x_at,16,88517310
202155_s_at,9,132990820
202156_s_at,10,11247082
202157_s_at,10,11247448
202158_s_at,10,11100075
202159_at,19,12894292
202160_at,16,3716569
202161_at,19,14405271
202162_s_at,5,154218389
202163_s_at,5,154218401
202164_s_at,5,154222959
202165_at,5,156209883
202166_s_at,5,156209883
202167_s_at,10,99208093
202168_at,19,35220026
202169_s_at,11,105453501
202170_s_at,11,105453501
202171_at,17,53403911
202172_at,17,53403911
202173_s_at,17,53406118
202174_s_at,8,17824635
202175_at,2,220111919
202176_at,2,127731335
202177_at,13,113546912
202178_at,1,1971929
202179_at,17,25599674
202180_s_at,16,29739288
202181_at,14,69148110
202182_at,17,37518656
202183_s_at,16_,andom
202184_s_at,1,227643667
202185_at,7,100635979
202186_x_at,1,210525311
202187_s_at,1,210525501
202188_at,16,55321572
202189_x_at,19,748410
202190_at,20,54401025
202191_s_at,17,9754650
202192_s_at,17,9754650
202193_at,22,29938249
202194_at,1,93389990
202195_s_at,1,93392494
202196_s_at,11,11941228
202197_at,22,28609238
202198_s_at,22,28704429
202199_s_at,6,35908721
202200_s_at,6,35908788
202201_at,19,45645540
202202_s_at,6,112536769
202203_s_at,16,54952893
202204_s_at,16,54953422
202205_at,19,50702639
202206_at,2,235066420
202207_at,2,235066420
202208_s_at,2,235068544
202209_at,3,14195340
202210_x_at,19,47426185
202211_at,22,41522479
202212_at,22,29302622
202213_s_at,10,96478501
202214_s_at,10,96478501
202215_s_at,1,40929951
202216_x_at,1,40929979
202217_at,21,44377923
202218_s_at,11,61352432
202219_at,16,33685402
202220_at,1,154149459
202221_s_at,22,39817735
202222_s_at,2,219991348
202223_at,11,124967951
202224_at,17,1270736
202225_at,17,1270736
202226_s_at,17,1273026
202227_s_at,5,137520484
202228_s_at,15,71639415
202229_s_at,19,16489704
202230_s_at,19,16489706
202231_at,11,32561959
202232_s_at,11,32561959
202233_s_at,1,46541994
202234_s_at,1,113255991
202235_at,1,113255991
202236_s_at,1,113256972
202237_at,11,113672381
202238_s_at,11,113672381
202239_at,13,23893069
202240_at,16,23597691
202241_at,8,126512053
202242_at,X,38305740
202243_s_at,1,149638664
202244_at,1,149638664
202245_at,21,46433466
202246_s_at,12,56428272
202247_s_at,14,104976051
202248_at,16,65783604
202249_s_at,1,158452133
202250_s_at,1,158452134
202251_at,1,148560641
202252_at,1,152220750
202253_s_at,19,10689773
202254_at,14,71065794
202255_s_at,14,71065794
202256_at,16,30269587
202257_s_at,16,30271669
202258_s_at,13,31988827
202259_s_at,13,31989030
202260_s_at,9,129414388
202261_at,1,149415557
202262_x_at,6,31802796
202263_at,1,201197626
202264_s_at,14,18924731
202265_at,10,22650171
202266_at,6,24758184
202267_at,1,181422021
202268_s_at,16,65394281
202269_x_at,1,89291466
202270_at,1,89290592
202271_at,1,222368435
202272_s_at,1,222368435
202273_at,5,149473623
202274_at,2,73973642
202275_at,X,153412799
202276_at,7,96156016
202277_at,9,93833246
202278_s_at,9,93834387
202279_at,14,103448379
202280_at,4,833064
202281_at,4,833065
202282_at,X,53474934
202283_at,17,1619986
202284_s_at,6,36754483
202285_s_at,1,58813230
202286_s_at,1,58813230
202287_s_at,1,58813230
202288_at,1,11089179
202289_s_at,10,123913348
202290_at,12,118117037
202291_s_at,12,14926094
202292_x_at,1,23990232
202293_at,3,137537767
202294_at,3,137537767
202295_s_at,15,77001170
202296_s_at,1,2317089
202297_s_at,1,2313131
202298_at,X,118889761
202299_s_at,1,110745401
202300_at,1,110745401
202301_s_at,12,121555225
202302_s_at,12,121555558
202303_x_at,4,144654325
202304_at,13,48640641
202305_s_at,2,36632900
202306_at,11,62285590
202307_s_at,6,32920964
202308_at,17,17656116
202309_at,14,63924845
202310_s_at,17,45615648
202311_s_at,17,45615648
202312_s_at,17,45615648
202313_at,8,26205147
202314_at,13,28193003
202315_s_at,22,21852698
202316_x_at,1,10015614
202317_s_at,1,10016240
202318_s_at,6,76368945
202319_at,6,76368960
202320_at,16,27379569
202321_at,1,233558494
202322_s_at,1,233558570
202323_s_at,1,224399004
202324_s_at,1,224399004
202325_s_at,21,26018682
202326_at,6,31955517
202327_s_at,16,16311489
202328_s_at,16,16311489
202329_at,15,72861767
202330_s_at,12,108020408
202331_at,19,46595562
202332_at,22,37017871
202333_s_at,5,133734754
202334_s_at,5,133734754
202335_s_at,5,133734768
202336_s_at,5,102229612
202337_at,1,154449439
202338_at,17,73681775
202339_at,19,51010561
202340_x_at,12,50731513
202341_s_at,4,154345039
202342_s_at,4,154345067
202343_x_at,2,97628978
202344_at,8,145486087
202345_s_at,13,51438833
202346_at,4,39376265
202347_s_at,4,39376265
202348_s_at,9,131615685
202349_at,9,131615043
202350_s_at,8,98969380
202351_at,2,187163034
202352_s_at,17,62764494
202353_s_at,17,62764494
202354_s_at,19,6272156
202355_s_at,19,6331261
202356_s_at,19,6272156
