Probe_Id,chr,bp_start
ILMN_1749846,9,94216694
ILMN_1765717,16,2434263
ILMN_1695263,,
ILMN_1789162,4,151724511
ILMN_1889533,,
ILMN_1704332,,
ILMN_1663364,,
ILMN_1693986,15,20752956
ILMN_1661897,15,20740135
ILMN_1758390,15,20739607
ILMN_1655904,1,64416902
ILMN_1665795,1,64012375
ILMN_1741572,19,15325546
ILMN_1785493,1,132545455
ILMN_1810267,11,6549610
ILMN_1729684,9,129592002
ILMN_1839284,,
ILMN_1745272,10,90569943
ILMN_1799848,10,90572750
ILMN_1688435,7,148623097
ILMN_1870595,,
ILMN_1754017,4,109253175
ILMN_1702309,15,19622574
ILMN_1659895,X,58789812
ILMN_1698770,5,36229653
ILMN_1785252,3,48638189
ILMN_1681692,9,103076474
ILMN_1877352,,
ILMN_1781654,,
ILMN_1738929,4,409705
ILMN_1693438,19,9782152
ILMN_1892979,,
ILMN_1846359,,
ILMN_1796743,,
ILMN_1742376,1,9810749
ILMN_1702197,9,109416737
ILMN_1855655,,
ILMN_1859990,,
ILMN_1717733,,
ILMN_1689898,7,18092477
ILMN_1665397,3,44457804
ILMN_1780613,,
ILMN_1863135,,
ILMN_1907990,,
ILMN_1906765,,
ILMN_1678234,20,18309796
ILMN_1791728,9,129911123
ILMN_1859208,,
ILMN_1789095,2,203140150
ILMN_1663542,,
ILMN_1905326,,
ILMN_1768911,17,134565
ILMN_1726257,X,49801994
ILMN_1855566,,
ILMN_1658571,4,196400
ILMN_1658322,16,28903680
ILMN_1851377,,
ILMN_1872105,,
ILMN_1780197,16,2477139
ILMN_1702413,8,63417991
ILMN_1774044,,
ILMN_1786760,1,219077333
ILMN_1679275,6,28400823
ILMN_1713411,1,209666216
ILMN_1687199,,
ILMN_1752520,17,30701913
ILMN_1719772,8,7295707
ILMN_1813775,4,833106
ILMN_1855310,,
ILMN_1670948,X,51522158
ILMN_1714079,4,3008988
ILMN_1793570,11,67127268
ILMN_1801098,5,105588192
ILMN_1748123,18,27111037
ILMN_1889964,,
ILMN_1706779,19,53310955
ILMN_1687971,15,19552309
ILMN_1728228,19,62604319
ILMN_1791580,19,32122904
ILMN_1688316,12,25079807
ILMN_1846052,,
ILMN_1657701,,
ILMN_1879052,,
ILMN_1881150,,
ILMN_1842585,,
ILMN_1916390,,
ILMN_1897296,,
ILMN_1767747,6,114368898
ILMN_1807851,,
ILMN_1784834,11,5818808
ILMN_1776656,4,122969026
ILMN_1775012,4,122965673
ILMN_1726545,19,59514620
ILMN_1904918,,
ILMN_1653846,,
ILMN_1806683,,
ILMN_1757388,19,17200850
ILMN_1828586,,
ILMN_1679428,4,50823133
ILMN_1704765,19,63545277
ILMN_1818487,,
ILMN_1860360,,
ILMN_1847158,,
ILMN_1676997,3,48482979
ILMN_1692200,5,150302319
ILMN_1688666,6,26360209
ILMN_1745473,1,139700
ILMN_1868092,,
ILMN_1821541,,
ILMN_1907259,,
ILMN_1681049,,
ILMN_1775830,2,227935491
ILMN_1737146,8,66978755
ILMN_1840273,,
ILMN_1863379,,
ILMN_1805973,12,12705742
ILMN_1863851,,
ILMN_1855355,,
ILMN_1836118,,
ILMN_1822209,,
ILMN_1691916,6,111694960
ILMN_1904130,,
ILMN_1795336,10,16468495
ILMN_1891374,,
ILMN_1866304,,
ILMN_1868089,,
ILMN_1692045,4,76325162
ILMN_1849288,,
ILMN_1875480,,
ILMN_1730825,3,20187682
ILMN_1909987,,
ILMN_1689861,,
ILMN_1738235,1,84653005
ILMN_1677578,1,84646625
ILMN_1692896,1,198435701
ILMN_1889344,,
ILMN_1883886,,
ILMN_1841694,,
ILMN_1849079,,
ILMN_1872444,,
ILMN_1885817,,
ILMN_1755954,10,93799088
ILMN_1871333,,
ILMN_1866731,,
ILMN_1786628,9,119991
ILMN_1899232,,
ILMN_1880353,,
ILMN_1699775,,
ILMN_1827083,,
ILMN_1794844,11,74077601
ILMN_1727352,11,51748465
ILMN_1845028,,
ILMN_1813669,6,35166819
ILMN_1728371,,
ILMN_1715407,1,141634933
ILMN_1799579,3,48448802
ILMN_1688580,3,48241909
ILMN_1687868,3,28590453
ILMN_1875979,,
ILMN_1819909,,
ILMN_1742549,,
ILMN_1822171,,
ILMN_1850842,,
ILMN_1828031,,
ILMN_1808354,3,27390706
ILMN_1684714,,
ILMN_1913407,,
ILMN_1748182,Y,8093
ILMN_1789294,,
ILMN_1909191,,
ILMN_1846348,,
ILMN_1660775,,
ILMN_1849504,,
ILMN_1712389,16,52462569
ILMN_1855848,,
ILMN_1787825,18,60872494
ILMN_1748923,9,76502032
ILMN_1771089,,
ILMN_1892560,,
ILMN_1720083,15,19040251
ILMN_1691291,17,23089536
ILMN_1700276,14,59040741
ILMN_1743639,10,89091473
ILMN_1903858,,
ILMN_1882271,,
ILMN_1895064,,
ILMN_1905577,,
ILMN_1857247,,
ILMN_1757754,12,117339968
ILMN_1719471,5,80196510
ILMN_1886100,,
ILMN_1880313,,
ILMN_1837344,,
ILMN_1909073,,
ILMN_1737396,2,154149827
ILMN_1691809,11,14498438
ILMN_1866674,,
ILMN_1763398,19,14582289
ILMN_1765031,16,16329907
ILMN_1810881,17,38020371
ILMN_1670787,7,90169885
ILMN_1841077,,
ILMN_1656655,,
ILMN_1799369,2,233207349
ILMN_1898893,,
ILMN_1728645,22,23905192
ILMN_1852166,,
ILMN_1686645,13,51505477
ILMN_1694223,22,
ILMN_1871499,,
ILMN_1820527,,
ILMN_1697120,,
ILMN_1830837,,
ILMN_1665201,,
ILMN_1714121,12,3558805
ILMN_1849961,,
ILMN_1659000,22,24284986
ILMN_1752257,2,46561256
ILMN_1675104,,
ILMN_1656802,8,21700580
ILMN_1671765,8,25687858
ILMN_1817717,,
ILMN_1772073,7,142971250
ILMN_1908081,,
ILMN_1885555,,
ILMN_1666825,1,
ILMN_1820628,,
ILMN_1693949,,
ILMN_1807719,17,3456422
ILMN_1659988,17,3431626
ILMN_1738010,17,3455559
ILMN_1915660,,
ILMN_1670522,,
ILMN_1675684,22,22382538
ILMN_1774528,17,67837486
ILMN_1724211,17,67852541
ILMN_1654496,3,169103856
ILMN_1668985,,
ILMN_1771171,11,89090505
ILMN_1857637,,
ILMN_1902692,,
ILMN_1887058,,
ILMN_1851686,,
ILMN_1745554,5,174279192
ILMN_1838046,,
ILMN_1858808,,
ILMN_1732860,19,55261470
ILMN_1851239,,
ILMN_1670693,19,47597762
ILMN_1863521,,
ILMN_1763765,5,34953994
ILMN_1737635,5,34941391
ILMN_1813019,1,78254973
ILMN_1785107,X,108674482
ILMN_1699809,16,41488790
ILMN_1706554,5,160907911
ILMN_1786189,2,122201349
ILMN_1677719,11,45627318
ILMN_1893473,,
ILMN_1851065,,
ILMN_1709607,18,72534230
ILMN_1855062,,
ILMN_1731326,3,140243686
ILMN_1904091,,
ILMN_1694913,12,16652236
ILMN_1725534,19,43912431
ILMN_1680230,13,63304642
ILMN_1914708,,
ILMN_1810514,1,127544139
ILMN_1666074,2,86922955
ILMN_1766247,6,151727081
ILMN_1885598,,
ILMN_1879151,,
ILMN_1791006,6,135646974
ILMN_1670589,,
ILMN_1836373,,
ILMN_1694121,19,56214940
ILMN_1688205,19,56209656
ILMN_1674046,10,50044923
ILMN_1729644,17,71146233
ILMN_1786295,6,94436162
ILMN_1789500,8,145243215
ILMN_1848750,,
ILMN_1850500,,
ILMN_1868496,,
ILMN_1694357,,
ILMN_1899601,,
ILMN_1768856,10,45086890
ILMN_1757604,9,35674288
ILMN_1789196,9,35672073
ILMN_1754538,10,76035054
ILMN_1809582,15,38983213
ILMN_1674871,10,71908885
ILMN_1909661,,
ILMN_1883923,,
ILMN_1704250,11,17055333
ILMN_1672596,16,73820757
ILMN_1738003,X,
ILMN_1731745,12,527884
ILMN_1797731,11,56287305
ILMN_1687875,4,91826852
ILMN_1764967,16,32972478
ILMN_1892457,,
ILMN_1763941,15,48177730
ILMN_1733421,10,6388344
ILMN_1674983,12,12920501
ILMN_1877620,,
ILMN_1757629,7,98886698
ILMN_1728490,,
ILMN_1677695,,
ILMN_1729827,,
ILMN_1799920,16,28619471
ILMN_1732967,6,30752431
ILMN_1761314,20,31061756
ILMN_1703079,20,31034232
ILMN_1906456,,
ILMN_1715508,11,110111560
ILMN_1905959,,
ILMN_1878492,,
ILMN_1740407,5,124713402
ILMN_1736161,11,33119816
ILMN_1806951,11,33119943
ILMN_1654690,22,1437390
ILMN_1665035,17,35501716
ILMN_1835078,,
ILMN_1899172,,
ILMN_1891713,,
ILMN_1657812,9,73366404
ILMN_1846242,,
ILMN_1725510,1,55088055
ILMN_1847423,,
ILMN_1903670,,
ILMN_1661032,,
ILMN_1863862,,
ILMN_1876585,,
ILMN_1899713,,
ILMN_1882101,,
ILMN_1893739,,
ILMN_1858247,,
ILMN_1718358,,
ILMN_1903900,,
ILMN_1848266,,
ILMN_1760305,12,131671516
ILMN_1781986,22,13127161
ILMN_1715223,22,13129785
ILMN_1827274,,
ILMN_1680085,2,24039200
ILMN_1651967,2,24046267
ILMN_1726851,7,31426428
ILMN_1671721,,
ILMN_1782488,13,50428502
ILMN_1819332,,
ILMN_1674315,X,24924723
ILMN_1741711,21,23141538
ILMN_1890575,,
ILMN_1812877,16,30490575
ILMN_1687315,9,106796230
ILMN_1654072,16,43286642
ILMN_1688633,3,185552570
ILMN_1845347,,
ILMN_1705767,9,130911009
ILMN_1870529,,
ILMN_1721344,19,2022057
ILMN_1675086,15,52688879
ILMN_1815686,19,46004747
ILMN_1675858,20,53067603
ILMN_1676765,12,103183335
ILMN_1713058,18,40420809
ILMN_1655632,1,1265553
ILMN_1884451,,
ILMN_1698103,,
ILMN_1861352,,
ILMN_1875771,,
ILMN_1743933,19,28270042
ILMN_1853239,,
ILMN_1661940,1,6977918
ILMN_1825929,,
ILMN_1747426,1,1163466
ILMN_1805408,1,175629231
ILMN_1898769,,
ILMN_1712537,10,66186089
ILMN_1833079,,
ILMN_1747067,19,52240791
ILMN_1735180,1,131684658
ILMN_1699844,2,175001412
ILMN_1657210,12,25027695
ILMN_1875622,,
ILMN_1790411,11,89193035
ILMN_1894427,,
ILMN_1878251,,
ILMN_1664611,9,46601480
ILMN_1768960,X,107256799
ILMN_1901755,,
ILMN_1740711,,
ILMN_1727479,1,2842989
ILMN_1658909,2,190325627
ILMN_1659273,9,46689960
ILMN_1901867,,
ILMN_1843768,,
ILMN_1654262,3,180224833
ILMN_1877512,,
ILMN_1677162,1,22551030
ILMN_1906996,,
ILMN_1736017,11,60727746
ILMN_1757914,19,12639931
ILMN_1734365,10,102574676
ILMN_1898368,,
ILMN_1914257,,
ILMN_1719750,19,54231370
ILMN_1757317,5,140640504
ILMN_1813946,12,119578399
ILMN_1661321,,
ILMN_1839980,,
ILMN_1862583,,
ILMN_1652008,15,38469412
ILMN_1698950,21,30921003
ILMN_1774800,3,120695778
ILMN_1879350,,
ILMN_1660343,8,141229
ILMN_1904154,,
ILMN_1698909,8,94727478
ILMN_1783621,2,6836519
ILMN_1817524,,
ILMN_1766176,1,111971650
ILMN_1682369,7,55795544
ILMN_1912182,,
ILMN_1855382,,
ILMN_1754837,15,76833748
ILMN_1691409,4,79523008
ILMN_1724959,4,79482159
ILMN_1734909,10,124583258
ILMN_1734952,12,27800207
ILMN_1665038,,
ILMN_1675304,8,93794967
ILMN_1842913,,
ILMN_1826665,,
ILMN_1750088,2,58227028
ILMN_1720075,,
ILMN_1848982,,
ILMN_1891257,,
ILMN_1678726,,
ILMN_1683065,2,92980642
ILMN_1881723,,
ILMN_1898096,,
ILMN_1709541,16,28816908
ILMN_1674460,16,28822145
ILMN_1770052,16,28816905
ILMN_1783303,15,35807675
ILMN_1668740,,
ILMN_1817048,,
ILMN_1841748,,
ILMN_1767542,15,48009501
ILMN_1698067,1,146484258
ILMN_1820251,,
ILMN_1756289,1,173702779
ILMN_1757220,11,56162358
ILMN_1786984,9,34604131
ILMN_1682402,1,45014767
ILMN_1697945,3,69332318
ILMN_1807919,2,218375994
ILMN_1726410,16,74573750
ILMN_1722491,16,74573381
ILMN_1697342,12,52656220
ILMN_1696432,2,208812878
ILMN_1866059,,
ILMN_1869592,,
ILMN_1901336,,
ILMN_1849944,,
ILMN_1698189,11,101899641
ILMN_1904351,,
ILMN_1781764,X,100554965
ILMN_1791902,17,34292189
ILMN_1824784,,
ILMN_1879462,,
ILMN_1908144,,
ILMN_1765872,19,43390422
ILMN_1680280,9,112840694
ILMN_1902279,,
ILMN_1755215,6,147932558
ILMN_1801697,19,32999812
ILMN_1884070,,
ILMN_1752046,12,110373463
ILMN_1805996,15,73450721
ILMN_1887477,,
ILMN_1910224,,
ILMN_1778367,3,138149859
ILMN_1778347,9,34333478
ILMN_1855291,,
ILMN_1829059,,
ILMN_1823641,,
ILMN_1829708,,
ILMN_1696683,3,24139566
ILMN_1707475,3,23606887
ILMN_1916965,,
ILMN_1792305,6,43411924
ILMN_1724533,8,70432120
ILMN_1831385,,
ILMN_1895429,,
ILMN_1657769,14,102871197
ILMN_1701596,8,52454172
ILMN_1723185,19,11525135
ILMN_1759184,19,55992778
ILMN_1675007,19,61424621
ILMN_1822384,,
ILMN_1655722,1,114231423
ILMN_1694666,1,114231531
ILMN_1703346,17,4689539
ILMN_1809440,3,44869393
ILMN_1889859,,
ILMN_1860069,3,107579863
ILMN_1683940,15,61286332
ILMN_1856707,,
ILMN_1701913,2,230273395
ILMN_1771396,6,150311618
ILMN_1843840,,
ILMN_1695506,4,103578695
ILMN_1864435,,
ILMN_1807263,19,19978300
ILMN_1662492,5,37875391
ILMN_1867476,,
ILMN_1858819,,
ILMN_1685371,7,56152085
ILMN_1797098,,
ILMN_1710876,,
ILMN_1809467,2,85673689
ILMN_1778168,20,41736742
ILMN_1887743,,
ILMN_1867958,,
ILMN_1819254,,
ILMN_1757152,X,141118222
ILMN_1724213,X,55133756
ILMN_1701993,10,81205892
ILMN_1781276,1,18254488
ILMN_1838498,,
ILMN_1915804,,
ILMN_1688838,9,64843396
ILMN_1734231,1,19224837
ILMN_1887927,,
ILMN_1682147,19,12735088
ILMN_1666820,1,39320075
ILMN_1666773,21,44762584
ILMN_1791826,1,127402640
ILMN_1669334,17,37694566
ILMN_1897577,,
ILMN_1755299,,
ILMN_1915955,,
ILMN_1654452,,
ILMN_1815941,18,44700724
ILMN_1710591,,
ILMN_1664102,,
ILMN_1676721,22,13055620
ILMN_1671267,22,13001499
ILMN_1787933,,
ILMN_1828799,,
ILMN_1676595,15,99742123
ILMN_1710070,15,99742115
ILMN_1897614,,
ILMN_1756811,1,111295684
ILMN_1820699,,
ILMN_1743187,6,167525726
ILMN_1873199,,
ILMN_1868672,,
ILMN_1813427,2,242619043
ILMN_1869545,,
ILMN_1745946,18,40541942
ILMN_1667877,,
ILMN_1911986,,
ILMN_1698330,1,132447964
ILMN_1655844,1,193431644
ILMN_1776129,10,46002444
ILMN_1780786,10,46002445
ILMN_1737532,2,66161956
ILMN_1707502,3,52084616
ILMN_1717937,11,68243032
ILMN_1911771,,
ILMN_1863919,,
ILMN_1883473,,
ILMN_1710768,X,46218817
ILMN_1787257,6,39163079
ILMN_1901205,,
ILMN_1813208,2,229597183
ILMN_1891085,,
ILMN_1803045,,
ILMN_1882565,,
ILMN_1727938,16,30472886
ILMN_1799488,19,42426097
ILMN_1696583,9,66741503
ILMN_1713918,7,6248310
ILMN_1786597,2,106458014
ILMN_1796347,2,98274780
ILMN_1776703,11,125672297
ILMN_1865831,,
ILMN_1913880,,
ILMN_1699411,,
ILMN_1799019,8,25159086
ILMN_1813598,8,25172709
ILMN_1702723,13,79772292
ILMN_1655163,13,79702521
ILMN_1809435,,
ILMN_1745276,1,146910661
ILMN_1665285,1,146910650
ILMN_1910446,,
ILMN_1712171,9,139099118
ILMN_1917182,,
ILMN_1875887,,
ILMN_1839021,,
ILMN_1818534,,
ILMN_1691606,2,93624436
ILMN_1911585,,
ILMN_1765493,19,45788891
ILMN_1909043,,
ILMN_1743432,2,74039461
ILMN_1716832,16,74921307
ILMN_1683231,22,38755923
ILMN_1695311,6,33024380
ILMN_1789781,22,33295768
ILMN_1789636,17,59360107
ILMN_1737441,17,59361234
ILMN_1906401,,
ILMN_1736965,11,398084
ILMN_1689456,3,115540568
ILMN_1656492,6,109611927
ILMN_1659508,19,44823164
ILMN_1909885,,
ILMN_1838272,,
ILMN_1823745,,
ILMN_1788061,16,4767792
ILMN_1697041,16,3426510
ILMN_1879414,,
ILMN_1794452,,
ILMN_1708064,3,47931376
ILMN_1865625,,
ILMN_1881047,,
ILMN_1739434,,
ILMN_1672077,X,3795040
ILMN_1878019,,
ILMN_1803038,22,27893642
ILMN_1793445,19,7887817
ILMN_1812669,4,8359405
ILMN_1914149,,
ILMN_1781585,7,55724214
ILMN_1677274,9,138861444
ILMN_1662989,12,11397432
ILMN_1658440,3,182914070
ILMN_1658992,20,46305992
ILMN_1812640,7,17351414
ILMN_1697203,,
ILMN_1842500,,
ILMN_1903423,,
ILMN_1674217,13,93973431
ILMN_1762188,,
ILMN_1668663,,
ILMN_1689097,20,19962121
ILMN_1698324,X,141823756
ILMN_1906728,,
ILMN_1802519,13,51884871
ILMN_1717482,,
ILMN_1800697,4,15852537
ILMN_1890398,,
ILMN_1733407,3,115289328
ILMN_1747392,2,183497997
ILMN_1786045,15,25262199
ILMN_1824726,,
ILMN_1846972,,
ILMN_1780236,22,24938821
ILMN_1679798,3,52230280
ILMN_1902161,,
ILMN_1651325,17,8135
ILMN_1692056,17,13294438
ILMN_1672843,4,170904825
ILMN_1752035,1,22472749
ILMN_1661544,12,54612216
ILMN_1693836,15,80772681
ILMN_1822365,,
ILMN_1742381,2,95556029
ILMN_1849816,,
ILMN_1862562,,
ILMN_1674366,1,151475031
ILMN_1706117,4,62654251
ILMN_1822104,,
ILMN_1683296,,
ILMN_1902172,,
ILMN_1726554,15,76578249
ILMN_1704954,19,12497841
ILMN_1769612,15,80363927
ILMN_1825632,,
ILMN_1677076,,
ILMN_1711557,19,14813161
ILMN_1657148,19,1218529
ILMN_1915028,,
ILMN_1707221,15,39849128
ILMN_1840895,,
ILMN_1788756,11,3200775
ILMN_1821344,,
ILMN_1860730,,
ILMN_1734366,1,123155868
ILMN_1726683,11,57036848
ILMN_1819600,,
ILMN_1698072,10,3115249
ILMN_1730416,7,25209926
ILMN_1750641,16,30658241
ILMN_1670524,7,64612207
ILMN_1909074,,
ILMN_1905177,,
ILMN_1710479,5,93304414
ILMN_1773696,5,93297680
ILMN_1891325,,
ILMN_1813645,3,132356643
ILMN_1833743,,
ILMN_1826765,,
ILMN_1902765,,
ILMN_1852633,,
ILMN_1695366,11,52480292
ILMN_1849093,,
ILMN_1701873,9,131414352
ILMN_1708798,3,123074209
ILMN_1726523,14,2156001
ILMN_1854973,,
ILMN_1684758,19,56549490
ILMN_1779500,19,56540256
ILMN_1791588,11,
ILMN_1850340,,
ILMN_1806275,19,1864205
ILMN_1856112,,
ILMN_1652719,15,15088743
ILMN_1860271,,
ILMN_1864370,,
ILMN_1766741,10,22884476
ILMN_1885755,,
ILMN_1824762,,
ILMN_1819733,,
ILMN_1794156,21,24267769
ILMN_1773814,3,52842265
ILMN_1792265,7,98848311
ILMN_1761486,13,72227391
ILMN_1831542,,
ILMN_1740166,,
ILMN_1789247,9,41512635
ILMN_1712155,12,111328212
ILMN_1717490,12,111331602
ILMN_1690494,12,111327446
ILMN_1910423,,
ILMN_1652722,14,103448545
ILMN_1881598,,
ILMN_1893019,,
ILMN_1696512,16,31447545
ILMN_1658834,16,74392145
ILMN_1732534,9,33268137
ILMN_1676941,2,91513925
ILMN_1843862,,
ILMN_1789775,,
ILMN_1809866,,
ILMN_1656869,17,20299224
ILMN_1657181,1,21210197
ILMN_1662140,2,222997707
ILMN_1818248,,
ILMN_1710243,16,3195003
ILMN_1654851,2,219756131
ILMN_1719236,16,52314289
ILMN_1753365,16,555206
ILMN_1748206,20,27408304
ILMN_1685630,19,56713435
ILMN_1912433,,
ILMN_1766386,,
ILMN_1803209,1,109842672
ILMN_1790042,,
ILMN_1660227,10,38776648
ILMN_1676411,,
ILMN_1701475,1,177824616
ILMN_1844432,,
ILMN_1663541,5,176969704
ILMN_1843022,,
ILMN_1680453,2,231451910
ILMN_1880080,,
ILMN_1719828,7,139062525
ILMN_1860620,,
ILMN_1716298,,
ILMN_1902002,,
ILMN_1837769,,
ILMN_1807171,1,18663102
ILMN_1838538,,
ILMN_1796543,,
ILMN_1792314,10,104229006
ILMN_1687858,2,47241030
ILMN_1756935,2,178968904
ILMN_1763561,2,178879209
ILMN_1791084,,
ILMN_1795428,16,73465197
ILMN_1693740,,
ILMN_1703075,17,37794515
ILMN_1896341,,
ILMN_1917063,,
ILMN_1884999,,
ILMN_1845240,,
ILMN_1894969,,
ILMN_1746526,19,1384762
ILMN_1746257,19,1386336
ILMN_1731222,,
ILMN_1917145,,
ILMN_1903279,,
ILMN_1683761,X,134118649
ILMN_1881777,,
ILMN_1859728,,
ILMN_1661043,,
ILMN_1854541,,
ILMN_1715452,9,14727519
ILMN_1848642,,
ILMN_1747839,,
ILMN_1679184,,
ILMN_1670452,,
ILMN_1778523,9,42839908
ILMN_1803463,7,92147622
ILMN_1739126,7,138140091
ILMN_1822738,,
ILMN_1906212,,
ILMN_1765480,10,95418736
ILMN_1886378,,
ILMN_1902989,,
ILMN_1854105,,
ILMN_1792457,9,35800180
ILMN_1821866,,
ILMN_1750911,11,47695066
ILMN_1876221,,
ILMN_1716149,21,22410613
ILMN_1862644,,
ILMN_1681300,,
ILMN_1675687,15,36332292
ILMN_1658207,16,741453
ILMN_1850721,,
ILMN_1817493,,
ILMN_1912323,,
ILMN_1887660,,
ILMN_1908463,,
ILMN_1826423,,
ILMN_1900675,,
ILMN_1750101,1,123382933
ILMN_1784905,18,10784925
ILMN_1888504,,
ILMN_1786215,7,99029241
ILMN_1778560,7,99028139
ILMN_1810000,12,55631598
ILMN_1745076,5,152306137
ILMN_1894714,,
ILMN_1781537,6,18167851
ILMN_1801193,,
ILMN_1826226,,
ILMN_1702983,,
ILMN_1659845,19,31351303
ILMN_1779673,6,22679498
ILMN_1805464,,
ILMN_1678919,1,177915037
ILMN_1835811,,
ILMN_1891951,,
ILMN_1889079,,
ILMN_1870070,,
ILMN_1727049,,
ILMN_1780756,14,3487188
ILMN_1793959,15,49874345
ILMN_1905132,,
ILMN_1767846,9,104922151
ILMN_1790833,,
ILMN_1866621,,
ILMN_1829705,,
ILMN_1688630,9,36113685
ILMN_1671918,16,11270332
ILMN_1781630,14,104293990
ILMN_1768020,19,17021745
ILMN_1824281,,
ILMN_1656293,17,42367443
ILMN_1722812,17,42372831
ILMN_1833504,,
ILMN_1769606,11,90418499
ILMN_1718285,12,52692510
ILMN_1714050,2,88619
ILMN_1875636,,
ILMN_1803429,11,35210355
ILMN_1807515,10,47433507
ILMN_1703852,13,87733888
ILMN_1659862,15,28216520
ILMN_1884929,,
ILMN_1853012,,
ILMN_1911667,,
ILMN_1764188,9,15961751
ILMN_1655893,9,15543224
ILMN_1678265,9,11003040
ILMN_1709101,15,62354264
ILMN_1655216,9,2719589
ILMN_1855125,,
ILMN_1668627,10,43907910
ILMN_1684570,19,44479059
ILMN_1731854,2,74235743
ILMN_1661778,11,68231765
ILMN_1652505,X,52084962
ILMN_1884442,,
ILMN_1890099,,
ILMN_1721134,14,4833204
ILMN_1811836,2,43870342
ILMN_1712945,2,43890435
ILMN_1712405,4,171078538
ILMN_1718352,8,28493
ILMN_1704241,11,5098795
ILMN_1911317,,
ILMN_1896741,,
ILMN_1780103,19,42851476
ILMN_1849420,,
ILMN_1846759,,
ILMN_1684000,X,68806803
ILMN_1698186,9,21374559
ILMN_1885944,,
ILMN_1846430,,
ILMN_1847791,,
ILMN_1655206,9,128687415
ILMN_1891409,,
ILMN_1675112,11,72666264
ILMN_1712822,9,69436375
ILMN_1708501,7,95617106
ILMN_1879228,,
ILMN_1744951,11,1807518
ILMN_1881681,,
ILMN_1776214,20,2359591
ILMN_1744701,1,180710255
ILMN_1659852,10,127769760
ILMN_1764609,10,127782683
ILMN_1908274,,
ILMN_1872714,,
ILMN_1859111,,
ILMN_1771586,10,96083204
ILMN_1682931,9|NT_113912.1,180807
ILMN_1854840,,
ILMN_1835048,11,133650758
ILMN_1856490,,
ILMN_1741175,10,119754953
ILMN_1905664,,
ILMN_1906626,,
ILMN_1912282,,
ILMN_1724372,11,226142
ILMN_1878871,,
ILMN_1654392,14,5024803
ILMN_1716921,19,57807546
ILMN_1903049,,
ILMN_1657285,16,33867092
ILMN_1775486,12,26276985
ILMN_1759402,,
ILMN_1865405,,
ILMN_1907861,,
ILMN_1725496,1,5309109
ILMN_1825465,,
ILMN_1863469,,
ILMN_1801583,9,64896140
ILMN_1860667,,
ILMN_1714067,9,57255567
ILMN_1721034,19,49432880
ILMN_1804845,11,51735877
ILMN_1842850,,
ILMN_1712660,10,102767847
ILMN_1660585,15,59937175
ILMN_1712774,X,107862611
ILMN_1850327,,
ILMN_1868374,,
ILMN_1726991,,
ILMN_1749343,7,131824684
ILMN_1653367,1,28812386
ILMN_1822057,,
ILMN_1860554,,
ILMN_1695902,16,73763363
ILMN_1718813,1,26388798
ILMN_1909908,,
ILMN_1881139,,
ILMN_1768491,X,48288278
ILMN_1681855,X,48304316
ILMN_1685954,11,114895182
ILMN_1726306,11,114903543
ILMN_1672589,15,88573628
ILMN_1701630,9,41301599
ILMN_1831942,,
ILMN_1833316,,
ILMN_1873108,,
ILMN_1892403,8,31903056
ILMN_1673037,4,119851459
ILMN_1729428,,
ILMN_1866911,,
ILMN_1878774,,
ILMN_1761463,1,14276678
ILMN_1666602,6,88441973
ILMN_1875388,,
ILMN_1673566,21,13613511
ILMN_1710269,20,2570299
ILMN_1859393,,
ILMN_1821313,,
ILMN_1662648,15,20765736
ILMN_1790270,7,96685582
ILMN_1739257,8,104535494
ILMN_1883472,,
ILMN_1824776,,
ILMN_1819784,,
ILMN_1842540,,
ILMN_1780516,2,190629626
ILMN_1897850,,
ILMN_1806778,3,23907700
ILMN_1739032,8,70385846
ILMN_1912513,,
ILMN_1904841,,
ILMN_1828622,,
ILMN_1884220,,
ILMN_1881811,,
ILMN_1818373,,
ILMN_1899683,,
ILMN_1731010,7,64853468
ILMN_1805704,17,76930344
ILMN_1896114,,
ILMN_1747903,1,5844770
ILMN_1892907,,
ILMN_1804923,,
ILMN_1890797,,
ILMN_1821877,,
ILMN_1843257,,
ILMN_1699058,19,253478
ILMN_1694878,19,254522
ILMN_1709961,12,83211891
ILMN_1699982,16,88756669
ILMN_1698519,11,154283
ILMN_1847681,,
ILMN_1807981,,
ILMN_1804711,,
ILMN_1776574,,
ILMN_1679737,9,19442180
ILMN_1772791,,
ILMN_1872750,,
ILMN_1800220,1,186468523
ILMN_1682110,7,27264568
ILMN_1689336,7,27261691
ILMN_1758790,7,130004371
ILMN_1861230,,
ILMN_1875707,,
ILMN_1698777,14,77469764
ILMN_1888734,,
ILMN_1904619,,
ILMN_1828080,,
ILMN_1670093,1,148049908
ILMN_1731785,9,86699340
ILMN_1816625,,
ILMN_1657662,16,20699052
ILMN_1696254,17,3950166
ILMN_1898665,,
ILMN_1835092,,
ILMN_1851619,,
ILMN_1668055,11,18209549
ILMN_1861923,,
ILMN_1855997,,
ILMN_1842943,,
ILMN_1863533,,
ILMN_1789502,X,132263112
ILMN_1819483,,
ILMN_1746704,10,104407892
ILMN_1721649,14,66984042
ILMN_1846026,,
ILMN_1909407,,
ILMN_1718124,20,16680272
ILMN_1823039,,
ILMN_1909198,,
ILMN_1766178,22,6940177
ILMN_1768454,8,84093964
ILMN_1839845,,
ILMN_1916429,,
ILMN_1740250,4,52420828
ILMN_1672066,,
ILMN_1814230,X,153943384
